これからの｢標準｣を身につけるHTML＋CSSデザインレシピ,,エ・ビスコム・テック・ラボ,,マイナビ出版,9784839948870,2020/12/02,パーツのコンポーネント化。ＣＳＳフレームワークによるページ作成。目的に応じた作り込みープロモーションサイト、ビジネスサイト、ショップサイト。これから必要とされるデザインの「スタンダード」手法を徹底解説。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8870/9784839948870.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/12709529/,2020/12/02,0,0
シングルページWebアプリケーション,,マイケル・S．ミコウスキー/ジョシュ・C．ポウエル,,オライリー・ジャパン,9784873116730,2020/12/02,クライアントでＪａｖａＳｃｒｉｐｔを使ったＳＰＡを採用するだけでなく、ＷｅｂサーバにＮｏｄｅ．ｊｓ、データベースにＭｏｎｇｏＤＢを使うことで、フロントエンドからバックエンドまでエンドツーエンドのＪａｖａＳｃｒｉｐｔ　ＳＰＡの仕組みと開発方法について詳しく解説。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6730/9784873116730.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/12790590/,2020/12/02,0,0
ライブラリを使う前に読んでほしいJavaScriptの心得,,園田誠,,秀和システム,9784798042633,2020/12/02,イマドキのＷｅｂデザイナーを名乗るなら、押さえておきたいプログラミングのキホン。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2633/9784798042633.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/13068155/,2020/12/02,0,0
初めてのJavaScript 第3版,,Ethan Brown/武舎 広幸,,オライリー・ジャパン,9784873117836,2020/12/02,ＥＣＭＡＳｃｒｉｐｔ　２０１５（ＥＳ２０１５）の入門書。シンプルな例題を多用しブラウザやｎｏｄｅコマンドで試しながら新しいＪａｖａＳｃｒｉｐｔを楽しく学びます。従来バージョンを使用中のＪａｖａＳｃｒｉｐｔプログラマーにも、これからＪａｖａＳｃｒｉｐｔを習得したい入門者にも有用な情報が満載です。本書を読めば、ｌｅｔやｃｏｎｓｔによる宣言とスコープ、関数の基本と高度な使い方、オブジェクトとオブジェクト指向プログラミング、イテレータやジェネレータやプロキシといったＥＳ２０１５の新機能、非同期プログラミング、クライアントサイドのＤＯＭやｊＱｕｅｒｙ、サーバーサイドのＮｏｄｅ．ｊｓなど、ＪａｖａＳｃｒｉｐｔの最新バージョンを使った開発に関する総括的な知識をバランスよく得られます。日本語版では、ＥＳ２０１６およびＥＳ２０１７の新機能の紹介も加えました。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7836/9784873117836.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/14640299/,2020/12/02,0,0
Node.js 超入門 第2版,,掌田津耶乃,,秀和システム,9784798055220,2020/12/02,いますぐはじめたい人へ！手を動かしながらおぼえるＮｏｄｅ．ｊｓ開発。バージョン１０対応。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5220/9784798055220.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15552726/,2020/12/02,0,0
JavaScriptコードレシピ集,,池田泰延/鹿野壮,,技術評論社,9784297103682,2020/12/02,ＪａｖａＳｃｒｉｐｔによるＷｅｂ開発のための究極のレシピ集。制作の現場で使われる定番テクニックからプロ技まで余すところなく集めました。目的別にレシピを整理。「あのプログラムはどう書くんだろう？」が、スグにわかります。ＪａｖａＳｃｒｉｐｔを学び始めた方から中級エンジニアの方まで納得。ＥＣＭＡＳｃｒｉｐｔ　２０１８に準拠。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3682/9784297103682.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15761369/,2020/12/02,0,0
開眼！JavaScript,,コディ・リンドレー/和田祐一郎,,オライリー・ジャパン,9784873116211,2020/12/02,ＪａｖａＳｃｒｉｐｔの言語的特性で知っておくべきポイントをまとめた書籍。「オブジェクト」の理解を中心に据えて、ひと通り経験した後に陥りがちな落とし穴であるｔｈｉｓ、プロトタイプチェーン（継承）、スコープチェーンなどをサンプルを使って解説した。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6211/9784873116211.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/12366730/,2020/12/02,0,0
よくわかるPHPの教科書 【PHP7対応版】,,たにぐちまこと,,マイナビ出版,9784839964689,2020/12/02,ＰＨＰ入門書のベストセラー！ノンプログラマのためのやさしい入門書。「プログラムコードを見るのがツライ」「プログラミングをするのが初めて」そんな方向けに、丁寧に読みやすく作りました。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4689/9784839964689.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15411650/,2020/12/02,0,0
Vue．js入門,,川口和也/喜多啓介,,技術評論社,9784297100919,2020/12/02,高速軽快なＷｅｂアプリケーションを、プログレッシブフレームワークＶｕｅ．ｊｓでつくりあげる。Ｖｕｅ．ｊｓを基礎からわかりやすく解説。実践で使いこなすための設計力・実装力を身につける。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0919/9784297100919.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/15603534/,2020/12/02,0,0
新米IT担当者のためのWebサイトしくみ・構築・運営がしっかりわかる本,,池谷義紀,,技術評論社,9784774146249,2020/12/02,,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6249/9784774146249.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11126869/,2020/12/02,0,0
プログラムはなぜ動くのか,,矢沢久雄/日経ソフトウエア編集部,,日経BP,9784822281014,2020/11/20,プログラムがメモリーにロードされ、ＣＰＵによって解釈・実行される仕組みをわかりやすく解説。,"●ゲーム機の話
ーCDのゲーム機はゲーム機内のメモリにCDからデータをコピーしながら動いている
ーローディングがそれ
ー対してカセットは中にメモリが入ってるのでそれをぶっ刺してゲームを動かすのでローディングが無い→高い",https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8222/82228101.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/1378576/,2020/11/20,0,0
リーダブルコード,,ダスティン・ボズウェル/トレバー・フォシェ,,オライリー・ジャパン,9784873115658,2020/11/19,コードは理解しやすくなければならない。本書はこの原則を日々のコーディングの様々な場面に当てはめる方法を紹介する。名前の付け方、コメントの書き方など表面上の改善について。コードを動かすための制御フロー、論理式、変数などループとロジックについて。またコードを再構成するための方法。さらにテストの書き方などについて、楽しいイラストと共に説明する。日本語版ではＲｕｂｙやｇｒｏｏｎｇａのコミッタとしても著名な須藤功平氏による解説を収録。,,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5658/9784873115658.jpg?_ex=200x200,https://books.rakuten.co.jp/rb/11753651/,2020/11/19,0,0
